,Wavelength,Sum,K I (2.0e-02),K II (9.8e-01),K III (6.0e-09)
4754,502.21,9.593e-07,0,9.593e-07,0
4755,502.26,4.916e-07,0,4.916e-07,0
4756,502.31,2.47e-07,0,2.47e-07,0
4757,502.36,1.216e-07,0,1.216e-07,0
4758,502.41,5.87e-08,0,5.87e-08,0
4759,502.46,2.778e-08,0,2.778e-08,0
4760,502.51,1.288e-08,0,1.288e-08,0
4761,502.56,5.857e-09,0,5.857e-09,0
4762,502.61,2.6100000000000003e-09,0,2.6100000000000003e-09,0
4763,502.66,1.14e-09,0,1.14e-09,0
4764,502.71,4.884e-10,0,4.884e-10,0
4765,502.76,2.0500000000000002e-10,0,2.0500000000000002e-10,0
4766,502.81,8.436000000000001e-11,0,8.436000000000001e-11,0
4767,502.86,3.4030000000000004e-11,0,3.4030000000000004e-11,0
4768,502.91,1.3460000000000001e-11,0,1.3460000000000001e-11,0
4769,502.96,5.228e-12,0,5.228e-12,0
4770,503.01,2.02e-12,0,2.02e-12,0
4771,503.06,8.458e-13,0,8.458e-13,0
4772,503.11,5.608e-13,0,5.608e-13,0
4773,503.16,8.67e-13,0,8.67e-13,0
4774,503.21,2.031e-12,0,2.031e-12,0
4775,503.26,5.089e-12,0,5.089e-12,0
4776,503.31,1.266e-11,0,1.266e-11,0
4777,503.36,3.094e-11,0,3.094e-11,0
4778,503.41,7.415000000000001e-11,0,7.415000000000001e-11,0
4779,503.46,1.743e-10,0,1.743e-10,0
4780,503.51,4.018e-10,0,4.018e-10,0
4781,503.56,9.082e-10,0,9.082e-10,0
4782,503.61,2.013e-09,0,2.013e-09,0
4783,503.66,4.376e-09,0,4.376e-09,0
4784,503.71,9.328e-09,0,9.328e-09,0
4785,503.76,1.95e-08,0,1.95e-08,0
4786,503.81,3.997e-08,0,3.997e-08,0
4787,503.86,8.033999999999999e-08,0,8.033999999999999e-08,0
4788,503.91,1.584e-07,0,1.584e-07,0
4789,503.96,3.0609999999999997e-07,0,3.0609999999999997e-07,0
4790,504.01,5.803e-07,0,5.803e-07,0
4791,504.06,1.079e-06,0,1.079e-06,0
4792,504.11,1.966e-06,0,1.966e-06,0
4793,504.16,3.515e-06,0,3.515e-06,0
4794,504.21,6.161e-06,0,6.161e-06,0
4795,504.26,1.059e-05,0,1.059e-05,0
4796,504.31,1.785e-05,0,1.785e-05,0
4797,504.36,2.951e-05,0,2.951e-05,0
4798,504.41,4.784e-05,0,4.784e-05,0
4799,504.46,7.605e-05,0,7.605e-05,0
4800,504.51,0.0001186,0,0.0001186,0
4801,504.56,0.00018119999999999999,0,0.00018119999999999999,0
4802,504.61,0.0002717,0,0.0002717,0
4803,504.66,0.00039939999999999995,0,0.00039939999999999995,0
4804,504.71,0.0005757000000000001,0,0.0005757000000000001,0
4805,504.76,0.0008138999999999999,0,0.0008138999999999999,0
4806,504.81,0.0011279999999999999,0,0.0011279999999999999,0
4807,504.86,0.001534,0,0.001534,0
4808,504.91,0.002045,0,0.002045,0
4809,504.96,0.002673,0,0.002673,0
4810,505.01,0.003426,0,0.003426,0
4811,505.06,0.004307,0,0.004307,0
4812,505.11,0.0053100000000000005,0,0.0053100000000000005,0
4813,505.16,0.006418999999999999,0,0.006418999999999999,0
4814,505.21,0.00761,0,0.00761,0
4815,505.26,0.008847,0,0.008847,0
4816,505.31,0.01009,0,0.01009,0
4817,505.36,0.01127,3.13e-15,0.01127,0
4818,505.41,0.01236,1.013e-14,0.01236,0
4819,505.46,0.01329,3.2139999999999996e-14,0.01329,0
4820,505.51,0.01401,1e-13,0.01401,0
4821,505.56,0.014480000000000002,3.054e-13,0.014480000000000002,0
4822,505.61,0.01468,9.144e-13,0.01468,0
4823,505.66,0.0146,2.6850000000000004e-12,0.0146,0
4824,505.71,0.014230000000000001,7.736e-12,0.014230000000000001,0
4825,505.76,0.0136,2.186e-11,0.0136,0
4826,505.81,0.01275,6.058e-11,0.01275,0
4827,505.86,0.01172,1.6469999999999998e-10,0.01172,0
4828,505.91,0.01057,4.3910000000000007e-10,0.01057,0
4829,505.96,0.009345000000000001,1.148e-09,0.009345000000000001,0
4830,506.01,0.008102,2.9449999999999997e-09,0.008102,0
4831,506.06,0.006887999999999999,7.411e-09,0.006887999999999999,0
4832,506.11,0.005742000000000001,1.829e-08,0.005742000000000001,0
4833,506.16,0.004695,4.426e-08,0.004695,0
4834,506.21,0.003764,1.051e-07,0.003764,0
4835,506.26,0.002959,2.447e-07,0.002959,0
4836,506.31,0.002282,5.589e-07,0.002281,0
4837,506.36,0.001726,1.252e-06,0.001725,0
4838,506.41,0.001281,2.7510000000000004e-06,0.001279,0
4839,506.46,0.0009356,5.93e-06,0.0009295999999999999,0
4840,506.51,0.0006752999999999999,1.254e-05,0.0006628,0
4841,506.56,0.0004894,2.599e-05,0.00046339999999999993,0
4842,506.61,0.00037060000000000006,5.286e-05,0.0003177,0
4843,506.66,0.000319,0.0001054,0.00021360000000000001,0
4844,506.71,0.00034710000000000003,0.00020630000000000003,0.0001408,0
4845,506.76,0.000487,0.0003959,9.105e-05,0
4846,506.81,0.0008029999999999999,0.0007453,5.772e-05,0
4847,506.86,0.0014119999999999998,0.001376,3.589e-05,0
4848,506.91,0.002514,0.0024920000000000003,2.188e-05,0
4849,506.96,0.004439,0.004425999999999999,1.308e-05,0
4850,507.01,0.007719,0.007711,7.67e-06,0
4851,507.06,0.01318,0.01318,4.41e-06,0
4852,507.11,0.022090000000000002,0.022080000000000002,2.486e-06,0
4853,507.16,0.03631,0.03631,1.375e-06,0
4854,507.21,0.058539999999999995,0.058539999999999995,7.453e-07,0
4855,507.26,0.09258999999999999,0.09258999999999999,3.963e-07,0
4856,507.31,0.1436,0.1436,2.066e-07,0
4857,507.36,0.2185,0.2185,1.056e-07,0
4858,507.41,0.3262,0.3262,5.2970000000000004e-08,0
4859,507.46,0.4774,0.4774,2.6039999999999997e-08,0
4860,507.51,0.6855,0.6855,1.256e-08,0
4861,507.56,0.9654,0.9654,5.937e-09,0
4862,507.61,1.3330000000000002,1.3330000000000002,2.753e-09,0
4863,507.66,1.807,1.807,1.252e-09,0
4864,507.71,2.401,2.401,5.581000000000001e-10,0
4865,507.76,3.1289999999999996,3.1289999999999996,2.4400000000000004e-10,0
4866,507.81,4.001,4.001,1.0459999999999999e-10,0
4867,507.86,5.0169999999999995,5.0169999999999995,4.399e-11,0
4868,507.91,6.17,6.17,1.814e-11,0
4869,507.96,7.444,7.444,7.334e-12,0
4870,508.01,8.808,8.808,2.9079999999999997e-12,0
4871,508.06,10.22,10.22,1.131e-12,0
4872,508.11,11.64,11.64,4.311e-13,0
4873,508.16,13.0,13.0,1.612e-13,0
4874,508.21,14.23,14.23,5.91e-14,0
4875,508.26,15.29,15.29,2.125e-14,0
4876,508.31,16.12,16.12,7.493999999999999e-15,0
4877,508.36,16.67,16.67,2.591e-15,0
4878,508.41,16.91,16.91,8.785999999999999e-16,0
4879,508.46,16.84,16.84,2.921e-16,0
4880,508.51,16.47,16.47,9.526000000000001e-17,0
4881,508.56,15.83,15.83,3.046e-17,0
4882,508.61,14.97,14.97,9.551e-18,0
4883,508.66,13.95,13.95,2.937e-18,0
4884,508.71,12.86,12.86,0,0
4885,508.76,11.79,11.79,0,0
4886,508.81,10.82,10.82,0,0
4887,508.86,10.06,10.06,0,0
4888,508.91,9.579,9.579,0,0
4889,508.96,9.474,9.474,0,0
4890,509.01,9.816,9.816,0,0
4891,509.06,10.67,10.67,0,0
4892,509.11,12.08,12.08,0,0
4893,509.16,14.07,14.07,0,0
4894,509.21,16.67,16.67,0,0
4895,509.26,19.84,19.84,0,0
4896,509.31,23.53,23.53,0,0
4897,509.36,27.67,27.67,0,0
4898,509.41,32.15,32.15,0,0
4899,509.47,37.75,37.75,0,0
4900,509.52,42.41,42.41,0,0
4901,509.57,46.86,46.86,0,0
4902,509.62,50.89,50.89,0,0
4903,509.67,54.31,54.31,0,0
4904,509.72,56.96,56.96,0,0
4905,509.77,58.7,58.7,0,0
4906,509.82,59.43,59.43,0,0
4907,509.87,59.13,59.13,0,0
4908,509.92,57.8,57.8,0,0
4909,509.97,55.53,55.53,0,0
4910,510.02,52.45,52.45,0,0
4911,510.07,48.71,48.71,0,0
4912,510.12,44.53,44.53,0,0
4913,510.17,40.11,40.11,0,0
4914,510.22,35.67,35.67,0,0
4915,510.27,31.44,31.44,0,0
4916,510.32,27.59,27.59,0,0
4917,510.37,24.3,24.3,0,0
4918,510.42,21.72,21.72,0,0
4919,510.47,19.93,19.93,0,0
4920,510.52,19.03,19.03,0,0
4921,510.57,19.03,19.03,0,0
4922,510.62,19.94,19.94,0,0
4923,510.67,21.73,21.73,0,0
4924,510.72,24.31,24.31,0,0
4925,510.77,27.58,27.58,0,0
4926,510.82,31.37,31.37,0,0
4927,510.87,35.52,35.52,0,0
4928,510.92,39.81,39.81,0,0
4929,510.97,44.0,44.0,0,0
4930,511.02,47.88,47.88,0,0
4931,511.07,51.22,51.22,0,0
4932,511.12,53.82,53.82,0,0
4933,511.17,55.51,55.51,0,0
4934,511.22,56.2,56.2,0,0
4935,511.27,55.84,55.84,0,0
4936,511.32,54.44,54.44,0,0
4937,511.37,52.07,52.07,0,0
4938,511.42,48.86,48.86,0,0
4939,511.47,44.98,44.98,0,0
4940,511.52,40.63,40.63,0,0
4941,511.57,36.0,36.0,0,0
4942,511.62,31.3,31.3,0,0
4943,511.67,26.69,26.69,0,0
4944,511.72,22.33,22.33,0,0
4945,511.77,18.33,18.33,0,0
4946,511.82,14.76,14.76,0,0
4947,511.87,11.66,11.66,0,0
4948,511.92,9.039,9.039,0,0
4949,511.97,6.872999999999999,6.872999999999999,0,0
4950,512.02,5.127000000000001,5.127000000000001,0,0
4951,512.07,3.752,3.752,0,0
4952,512.12,2.694,2.694,0,0
4953,512.17,1.8980000000000001,1.8980000000000001,0,0
4954,512.22,1.311,1.311,0,0
4955,512.27,0.889,0.889,0,0
4956,512.32,0.5912,0.5912,0,0
4957,512.37,0.3858,0.3858,0,0
4958,512.42,0.2469,0.2469,0,0
4959,512.47,0.1551,0.1551,0,0
4960,512.52,0.09554,0.09554,0,0
4961,512.57,0.05774,0.05774,0,0
4962,512.62,0.03424,0.03424,0,0
4963,512.67,0.01992,0.01992,0,0
4964,512.72,0.01137,0.01137,0,0
4965,512.77,0.006365,0.006365,0,0
4966,512.82,0.003496,0.003496,0,0
4967,512.87,0.001884,0.001884,0,0
4968,512.92,0.0009958999999999999,0.0009958999999999999,0,0
4969,512.97,0.0005165,0.0005165,0,0
4970,513.02,0.0002628,0.0002628,0,0
4971,513.07,0.0001312,0.0001312,0,0
4972,513.12,6.425e-05,6.425e-05,0,0
4973,513.17,3.087e-05,3.087e-05,0,0
4974,513.22,1.455e-05,1.455e-05,0,0
4975,513.27,6.727e-06,6.727e-06,0,0
4976,513.32,3.0519999999999997e-06,3.0519999999999997e-06,0,0
4977,513.37,1.3580000000000002e-06,1.3580000000000002e-06,0,0
4978,513.42,5.93e-07,5.93e-07,0,0
4979,513.47,2.5399999999999997e-07,2.5399999999999997e-07,0,0
4980,513.52,1.067e-07,1.067e-07,0,0
4981,513.57,4.4000000000000004e-08,4.4000000000000004e-08,0,0
4982,513.62,1.78e-08,1.78e-08,0,0
4983,513.67,7.062000000000001e-09,7.062000000000001e-09,0,0
4984,513.72,2.749e-09,2.749e-09,0,0
4985,513.77,1.0499999999999999e-09,1.0499999999999999e-09,0,0
4986,513.82,3.9330000000000003e-10,3.9330000000000003e-10,0,0
4987,513.87,1.446e-10,1.446e-10,0,0
4988,513.92,5.2130000000000005e-11,5.2130000000000005e-11,0,0
4989,513.97,1.8440000000000003e-11,1.8440000000000003e-11,0,0
4990,514.02,6.4e-12,6.4e-12,0,0
4991,514.07,2.1790000000000003e-12,2.1790000000000003e-12,0,0
4992,514.12,7.278e-13,7.278e-13,0,0
4993,514.17,2.385e-13,2.385e-13,0,0
4994,514.22,7.668e-14,7.668e-14,0,0
4995,514.27,2.418e-14,2.418e-14,0,0
4996,514.32,6.8930000000000006e-15,6.8930000000000006e-15,0,0
4997,527.82,8.116e-19,0,8.116e-19,0
4998,527.87,2.5020000000000002e-18,0,2.5020000000000002e-18,0
4999,527.92,7.580000000000001e-18,0,7.580000000000001e-18,0
5000,527.97,2.255e-17,0,2.255e-17,0
5001,528.02,6.593999999999999e-17,0,6.593999999999999e-17,0
5002,528.07,1.894e-16,0,1.894e-16,0
5003,528.12,5.343e-16,0,5.343e-16,0
5004,528.17,1.481e-15,0,1.481e-15,0
5005,528.22,4.033e-15,0,4.033e-15,0
5006,528.27,1.079e-14,0,1.079e-14,0
5007,528.32,2.8360000000000002e-14,0,2.8360000000000002e-14,0
5008,528.37,7.323e-14,0,7.323e-14,0
5009,528.42,1.858e-13,0,1.858e-13,0
5010,528.47,4.63e-13,0,4.63e-13,0
5011,528.52,1.134e-12,0,1.134e-12,0
5012,528.57,2.7269999999999996e-12,0,2.7269999999999996e-12,0
5013,528.62,6.444e-12,0,6.444e-12,0
5014,528.67,1.4960000000000002e-11,0,1.4960000000000002e-11,0
5015,528.72,3.4119999999999994e-11,0,3.4119999999999994e-11,0
5016,528.77,7.645e-11,0,7.645e-11,0
5017,528.82,1.683e-10,0,1.683e-10,0
5018,528.87,3.639e-10,0,3.639e-10,0
5019,528.92,7.732e-10,0,7.732e-10,0
5020,528.97,1.6139999999999998e-09,0,1.6139999999999998e-09,0
5021,529.02,3.3090000000000005e-09,0,3.3090000000000005e-09,0
5022,529.07,6.6669999999999994e-09,0,6.6669999999999994e-09,0
5023,529.12,1.319e-08,5.226e-15,1.319e-08,0
5024,529.17,2.5649999999999998e-08,1.6080000000000003e-14,2.5649999999999998e-08,0
5025,529.22,4.901e-08,4.862e-14,4.9e-08,0
5026,529.27,9.196e-08,1.444e-13,9.196e-08,0
5027,529.32,1.695e-07,4.214e-13,1.695e-07,0
5028,529.37,3.071e-07,1.208e-12,3.071e-07,0
5029,529.42,5.464e-07,3.4039999999999996e-12,5.464e-07,0
5030,529.47,9.552e-07,9.423e-12,9.552e-07,0
5031,529.52,1.64e-06,2.5629999999999996e-11,1.64e-06,0
5032,529.57,2.768e-06,6.847e-11,2.768e-06,0
5033,529.62,4.588e-06,1.798e-10,4.588e-06,0
5034,529.67,7.471e-06,4.6360000000000003e-10,7.471e-06,0
5035,529.72,1.195e-05,1.175e-09,1.195e-05,0
5036,529.77,1.879e-05,2.9249999999999997e-09,1.878e-05,0
5037,529.82,2.901e-05,7.1560000000000005e-09,2.9e-05,0
5038,529.87,4.401e-05,1.72e-08,4.4e-05,0
5039,529.92,6.561e-05,4.062e-08,6.557e-05,0
5040,529.97,9.609e-05,9.423999999999999e-08,9.6e-05,0
5041,530.02,0.0001383,2.148e-07,0.0001381,0
5042,530.07,0.00019559999999999998,4.811999999999999e-07,0.00019509999999999997,0
5043,530.12,0.0002719,1.0590000000000002e-06,0.00027089999999999997,0
5044,530.17,0.0003717,2.289e-06,0.0003694,0
5045,530.22,0.0004998,4.863e-06,0.000495,0
5046,530.27,0.0006617000000000001,1.015e-05,0.0006515,0
5047,530.32,0.0008632999999999999,2.081e-05,0.0008425,0
5048,530.37,0.001112,4.193e-05,0.00107,0
5049,530.42,0.001419,8.301e-05,0.001336,0
5050,530.47,0.0018,0.00016140000000000002,0.001638,0
5051,530.52,0.002282,0.0003085,0.001973,0
5052,530.57,0.002915,0.0005792000000000001,0.0023350000000000003,0
5053,530.62,0.0037840000000000005,0.001068,0.002715,0
5054,530.67,0.005038,0.001936,0.003102,0
5055,530.72,0.006928,0.0034479999999999997,0.0034799999999999996,0
5056,530.77,0.009869,0.006032,0.0038369999999999997,0
5057,530.82,0.014519999999999998,0.01037,0.004156,0
5058,530.87,0.02193,0.017509999999999998,0.004422,0
5059,530.92,0.03368,0.02905,0.004622,0
5060,530.97,0.052110000000000004,0.047369999999999995,0.0047469999999999995,0
5061,531.02,0.08066,0.07587,0.004789,0
5062,531.07,0.1242,0.1194,0.0047469999999999995,0
5063,531.12,0.1893,0.1846,0.004622,0
5064,531.17,0.2849,0.2805,0.004422,0
5065,531.22,0.4228,0.4187,0.004156,0
5066,531.27,0.6178,0.614,0.0038369999999999997,0
5067,531.32,0.8881,0.8846,0.0034799999999999996,0
5068,531.37,1.255,1.252,0.003102,0
5069,531.42,1.745,1.742,0.002715,0
5070,531.47,2.383,2.38,0.0023350000000000003,0
5071,531.52,3.198,3.196,0.001973,0
5072,531.57,4.218,4.216,0.001638,0
5073,531.62,5.466,5.465,0.001336,0
5074,531.67,6.96,6.959,0.00107,0
5075,531.72,8.708,8.707,0.0008425,0
5076,531.77,10.7,10.7,0.0006515,0
5077,531.82,12.93,12.93,0.000495,0
5078,531.87,15.34,15.34,0.0003694,0
5079,531.92,17.89,17.89,0.00027089999999999997,0
5080,531.97,20.49,20.49,0.00019509999999999997,0
5081,532.02,23.06,23.06,0.0001381,0
5082,532.07,25.5,25.5,9.6e-05,0
5083,532.12,27.71,27.71,6.557e-05,0
5084,532.17,29.58,29.58,4.4e-05,0
5085,532.22,31.02,31.02,2.9e-05,0
5086,532.27,31.97,31.97,1.878e-05,0
5087,532.32,32.36,32.36,1.195e-05,0
5088,532.37,32.2,32.2,7.471e-06,0
5089,532.42,31.47,31.47,4.588e-06,0
5090,532.47,30.23,30.23,2.768e-06,0
5091,532.52,28.54,28.54,1.64e-06,0
5092,532.57,26.49,26.49,9.552e-07,0
5093,532.62,24.17,24.17,5.464e-07,0
5094,532.67,21.7,21.7,3.071e-07,0
5095,532.72,19.2,19.2,1.695e-07,0
5096,532.77,16.77,16.77,9.196e-08,0
5097,532.82,14.52,14.52,4.9e-08,0
5098,532.87,12.53,12.53,2.5649999999999998e-08,0
5099,532.92,10.88,10.88,1.319e-08,0
5100,532.97,9.647,9.647,6.6669999999999994e-09,0
5101,533.02,8.889,8.889,3.3090000000000005e-09,0
5102,533.07,8.661,8.661,1.6139999999999998e-09,0
5103,533.12,9.014,9.014,7.732e-10,0
5104,533.17,9.995,9.995,3.639e-10,0
5105,533.22,11.65,11.65,1.683e-10,0
5106,533.27,14.01,14.01,7.645e-11,0
5107,533.32,17.11,17.11,3.4119999999999994e-11,0
5108,533.37,20.97,20.97,1.4960000000000002e-11,0
5109,533.42,25.57,25.57,6.444e-12,0
5110,533.47,30.89,30.89,2.7269999999999996e-12,0
5111,533.52,36.85,36.85,1.134e-12,0
5112,533.57,43.36,43.36,4.63e-13,0
5113,533.62,50.27,50.27,1.858e-13,0
5114,533.67,57.42,57.42,7.323e-14,0
5115,533.72,64.59,64.59,2.8360000000000002e-14,0
5116,533.77,71.56,71.56,1.079e-14,0
5117,533.82,78.09,78.09,4.033e-15,0
5118,533.87,83.94,83.94,1.481e-15,0
5119,533.92,88.89,88.89,5.343e-16,0
5120,533.97,92.75,92.75,1.894e-16,0
5121,534.02,95.37,95.37,6.593999999999999e-17,0
5122,534.07,96.64,96.64,2.255e-17,0
5123,534.12,96.52,96.52,7.580000000000001e-18,0
5124,534.17,95.03,95.03,2.5020000000000002e-18,0
5125,534.22,92.23,92.23,8.116e-19,0
5126,534.27,88.25,88.25,0,0
5127,534.32,83.26,83.26,0,0
5128,534.37,77.44,77.44,0,0
5129,534.42,71.02,71.02,0,0
5130,534.47,64.22,64.22,0,0
5131,534.52,57.26,57.26,0,0
5132,534.57,50.35,50.35,0,0
5133,534.62,43.68,43.68,0,0
5134,534.67,37.39,37.39,0,0
5135,534.72,31.62,31.62,0,0
5136,534.77,26.47,26.47,0,0
5137,534.82,22.0,22.0,0,0
5138,534.87,18.27,18.27,0,0
5139,534.92,15.31,15.31,0,0
5140,534.97,13.13,13.13,0,0
5141,535.02,11.73,11.73,0,0
5142,535.07,11.14,11.14,0,0
5143,535.12,11.34,11.34,0,0
5144,535.17,12.36,12.36,0,0
5145,535.22,14.18,14.18,0,0
5146,535.27,16.81,16.81,0,0
5147,535.32,20.22,20.22,0,0
5148,535.37,24.39,24.39,0,0
5149,535.42,29.23,29.23,0,0
5150,535.47,34.67,34.67,0,0
5151,535.52,40.56,40.56,0,0
5152,535.57,46.72,46.72,0,0
5153,535.62,52.95,52.95,0,0
5154,535.67,59.02,59.02,0,0
5155,535.72,64.68,64.68,0,0
5156,535.77,69.66,69.66,0,0
5157,535.82,73.74,73.74,0,0
5158,535.87,76.72,76.72,0,0
5159,535.92,78.45,78.45,0,0
5160,535.97,78.83,78.83,0,0
5161,536.02,77.85,77.85,0,0
5162,536.07,75.55,75.55,0,0
5163,536.12,72.06,72.06,0,0
5164,536.17,67.54,67.54,0,0
5165,536.22,62.21,62.21,0,0
5166,536.27,56.32,56.32,0,0
5167,536.32,50.1,50.1,0,0
5168,536.37,43.8,43.8,0,0
5169,536.42,37.63,37.63,0,0
5170,536.47,31.78,31.78,0,0
5171,536.52,26.37,26.37,0,0
5172,536.57,21.5,21.5,0,0
5173,536.62,17.23,17.23,0,0
5174,536.67,13.57,13.57,0,0
5175,536.72,10.5,10.5,0,0
5176,536.77,7.99,7.99,0,0
5177,536.82,5.972,5.972,0,0
5178,536.87,4.387,4.387,0,0
5179,536.92,3.167,3.167,0,0
5180,536.97,2.247,2.247,0,0
5181,537.02,1.567,1.567,0,0
5182,537.07,1.074,1.074,0,0
5183,537.12,0.7229,0.7229,0,0
5184,537.17,0.4784,0.4784,0,0
5185,537.22,0.3111,0.3111,0,0
5186,537.27,0.1988,0.1988,0,0
5187,537.32,0.1249,0.1249,0,0
5188,537.37,0.07708999999999999,0.07708999999999999,0,0
5189,537.42,0.04676,0.04676,0,0
5190,537.47,0.027880000000000002,0.027880000000000002,0,0
5191,537.52,0.01633,0.01633,0,0
5192,537.57,0.009403,0.009403,0,0
5193,537.62,0.00532,0.00532,0,0
5194,537.67,0.0029579999999999997,0.0029579999999999997,0,0
5195,537.72,0.0016170000000000002,0.0016170000000000002,0,0
5196,537.77,0.0008681000000000001,0.0008681000000000001,0,0
5197,537.82,0.0004581,0.0004581,0,0
5198,537.87,0.0002376,0.0002376,0,0
5199,537.92,0.00012109999999999999,0.00012109999999999999,0,0
5200,537.97,6.067e-05,6.067e-05,0,0
5201,538.02,2.986e-05,2.986e-05,0,0
5202,538.07,1.445e-05,1.445e-05,0,0
5203,538.12,6.867999999999999e-06,6.867999999999999e-06,0,0
5204,538.17,3.2089999999999997e-06,3.2089999999999997e-06,0,0
5205,538.22,1.4730000000000001e-06,1.4730000000000001e-06,0,0
5206,538.27,6.649e-07,6.649e-07,0,0
5207,538.32,2.948e-07,2.948e-07,0,0
5208,538.37,1.285e-07,1.285e-07,0,0
5209,538.42,5.502999999999999e-08,5.502999999999999e-08,0,0
5210,538.47,2.3159999999999997e-08,2.3159999999999997e-08,0,0
5211,538.52,9.58e-09,9.58e-09,0,0
5212,538.57,3.894e-09,3.894e-09,0,0
5213,538.62,1.5559999999999998e-09,1.5559999999999998e-09,0,0
5214,538.67,6.107000000000001e-10,6.107000000000001e-10,0,0
5215,538.72,2.356e-10,2.356e-10,0,0
5216,538.77,8.933e-11,8.933e-11,0,0
5217,538.82,3.328e-11,3.328e-11,0,0
5218,538.87,1.219e-11,1.219e-11,0,0
5219,538.92,4.386e-12,4.386e-12,0,0
5220,538.97,1.551e-12,1.551e-12,0,0
5221,539.02,5.391e-13,5.391e-13,0,0
5222,539.07,1.841e-13,1.841e-13,0,0
5223,539.12,6.18e-14,6.18e-14,0,0
5224,539.17,2.0390000000000002e-14,2.0390000000000002e-14,0,0
5225,543.73,2.079e-18,0,2.079e-18,0
5226,543.78,6.168999999999999e-18,0,6.168999999999999e-18,0
5227,543.83,1.8010000000000002e-17,0,1.8010000000000002e-17,0
5228,543.88,5.168e-17,0,5.168e-17,0
5229,543.93,1.4590000000000001e-16,0,1.4590000000000001e-16,0
5230,543.98,4.0499999999999997e-16,0,4.0499999999999997e-16,0
5231,544.03,1.106e-15,0,1.106e-15,0
5232,544.08,2.968e-15,0,2.968e-15,0
5233,544.13,7.836e-15,0,7.836e-15,0
5234,544.18,2.035e-14,0,2.035e-14,0
5235,544.23,5.195e-14,0,5.195e-14,0
5236,544.28,1.305e-13,0,1.305e-13,0
5237,544.33,3.222e-13,0,3.222e-13,0
5238,544.38,7.825e-13,0,7.825e-13,0
5239,544.43,1.869e-12,0,1.869e-12,0
5240,544.48,4.388999999999999e-12,0,4.388999999999999e-12,0
5241,544.53,1.0140000000000002e-11,0,1.0140000000000002e-11,0
5242,544.58,2.303e-11,0,2.303e-11,0
5243,544.63,5.145e-11,0,5.145e-11,0
5244,544.68,1.13e-10,0,1.13e-10,0
5245,544.73,2.442e-10,0,2.442e-10,0
5246,544.78,5.188999999999999e-10,0,5.188999999999999e-10,0
5247,544.83,1.084e-09,0,1.084e-09,0
5248,544.88,2.228e-09,0,2.228e-09,0
5249,544.93,4.5019999999999995e-09,0,4.5019999999999995e-09,0
5250,544.98,8.947e-09,0,8.947e-09,0
5251,545.03,1.749e-08,0,1.749e-08,0
5252,545.08,3.361e-08,0,3.361e-08,0
5253,545.13,6.352e-08,0,6.352e-08,0
5254,545.18,1.181e-07,0,1.181e-07,0
5255,545.23,2.159e-07,0,2.159e-07,0
5256,545.28,3.88e-07,0,3.88e-07,0
5257,545.33,6.86e-07,0,6.86e-07,0
5258,545.38,1.193e-06,0,1.193e-06,0
5259,545.43,2.039e-06,0,2.039e-06,0
5260,545.48,3.4289999999999997e-06,0,3.4289999999999997e-06,0
5261,545.53,5.671e-06,0,5.671e-06,0
5262,545.58,9.222e-06,0,9.222e-06,0
5263,545.63,1.475e-05,0,1.475e-05,0
5264,545.68,2.32e-05,0,2.32e-05,0
5265,545.73,3.588e-05,0,3.588e-05,0
5266,545.78,5.458e-05,0,5.458e-05,0
5267,545.83,8.164e-05,0,8.164e-05,0
5268,545.88,0.00012009999999999998,0,0.00012009999999999998,0
5269,545.93,0.00017380000000000002,0,0.00017380000000000002,0
5270,545.98,0.0002472,0,0.0002472,0
5271,546.03,0.00034589999999999995,0,0.00034589999999999995,0
5272,546.08,0.00047589999999999997,0,0.00047589999999999997,0
5273,546.13,0.000644,0,0.000644,0
5274,546.18,0.000857,0,0.000857,0
5275,546.23,0.0011220000000000002,0,0.0011220000000000002,0
5276,546.28,0.001443,0,0.001443,0
5277,546.33,0.001827,0,0.001827,0
5278,546.38,0.002274,0,0.002274,0
5279,546.43,0.002784,0,0.002784,0
5280,546.48,0.003351,0,0.003351,0
5281,546.53,0.003967,0,0.003967,0
5282,546.58,0.004619,0,0.004619,0
5283,546.63,0.005288,0,0.005288,0
5284,546.68,0.005954,0,0.005954,0
5285,546.73,0.006593000000000001,0,0.006593000000000001,0
5286,546.78,0.00718,0,0.00718,0
5287,546.83,0.007689,0,0.007689,0
5288,546.88,0.008097,0,0.008097,0
5289,546.93,0.008387,0,0.008387,0
5290,546.98,0.008542000000000001,0,0.008542000000000001,0
5291,547.03,0.008556999999999999,0,0.008556999999999999,0
5292,547.08,0.008429,0,0.008429,0
5293,547.13,0.008165,0,0.008165,0
5294,547.18,0.007779,0,0.007779,0
5295,547.23,0.007287999999999999,0,0.007287999999999999,0
5296,547.28,0.0067150000000000005,0,0.0067150000000000005,0
5297,547.33,0.006085,0,0.006085,0
5298,547.38,0.005423,0,0.005423,0
5299,547.43,0.004752,0,0.004752,0
5300,547.48,0.004096,0,0.004096,0
5301,547.53,0.003472,0,0.003472,0
5302,547.58,0.002895,0,0.002895,0
5303,547.63,0.002374,0,0.002374,0
5304,547.68,0.001916,0,0.001916,0
5305,547.73,0.001521,0,0.001521,0
5306,547.78,0.00119,0,0.00119,0
5307,547.83,0.0009175,0,0.0009175,0
5308,547.88,0.0006991,0,0.0006991,0
5309,547.93,0.0005282,0,0.0005282,0
